id,videoId,author,text,date,likeCount
Ugz67wGgdFgfQpRGIMF4AaABAg,r-EBS023zDk,@sagunmdr,"UI = Apple
UX = Spotify leads",2024-03-16T10:30:13Z,1511
UgwYg0-vf-2ca8BXhXV4AaABAg,r-EBS023zDk,@Mel_editsfurries,I have apple music but I listen to Spotify when I get bored of my playlists or repetition which really helps me,2025-06-08T16:54:36Z,249
Ugycwq6dHbtJRm49N3p4AaABAg,r-EBS023zDk,@aritrammondal606,"Apple Music has a clean UI, offers lossless audio, and feels premium in every way—but what’s the point of all that if you can’t just plug in your IEMs and get lost in the music?

I always find myself manually searching, queuing playlists and songs, instead of simply enjoying the experience. The recommendation system is the heart opf any music app, and sadly, that’s where Apple really falls  short.",2025-04-30T01:07:34Z,414
UgxFrimR7aPj2TBOE1F4AaABAg,r-EBS023zDk,@teacup.horselife,"turn your high contrast off, this helps a ton with the lyrics on apple music",2025-01-10T07:27:27Z,234
UgznjMJIp95H-o2lk6l4AaABAg,r-EBS023zDk,@ForestGreenary,Can u post Dynamic Island features video,2024-03-15T15:56:36Z,78
Ugzh1HdaUB58HDJjVQZ4AaABAg,r-EBS023zDk,@Runway_hunters,Ah… if only Apple Music had Spotify’s playlists it would be just perfect,2025-07-02T17:12:54Z,78
Ugzz5hF4Ho25U5Cs4ex4AaABAg,r-EBS023zDk,@felicityb4949,Every single time I see a short like this I go & compare the two for myself. I do hear a major difference based on this short itself. I don’t notice how much before. Apple makes it feel immersive (especially with the haptics for music),2024-12-30T09:51:38Z,55
UgxHzjx7OxOqdGeRkuF4AaABAg,r-EBS023zDk,@samhoque6917,apples better however spotify is more “comfortable” to use,2025-02-21T01:46:58Z,165
UgwmzvH9G7b3mm4sqgZ4AaABAg,r-EBS023zDk,@Marquino_24,"UI Apple Music, it’s cleaner and it has better sound quality.. but there’s more songs on Spotify.. it also has podcasts",2025-02-28T16:46:51Z,22
UgxfSuNpuo9xMpRnohZ4AaABAg,r-EBS023zDk,@Thecreator-i9s,I was a apple music user ..but i had to switch to spotify cause of storage issue . In Apple Music I can’t delete any cache memory build up whereas in spotify i can do that. That was the only for me switching to spotify over apple music,2025-03-06T18:45:54Z,18
UgyRtxD9j8g1UXh6HCl4AaABAg,r-EBS023zDk,@Daniel-nh7os,I would say Apple is better. Because some songs in apple music supports HIFI audio. Or Hi-res audio. Spotify is good. But only has the quality change thing. And I don’t hear a difference..😬,2025-02-19T15:37:36Z,19
UgwYftw0qnui0-5tcht4AaABAg,r-EBS023zDk,@xash06,Both good,2024-03-25T02:56:21Z,19
Ugx3cAGrVtLZEy_Sf4l4AaABAg,r-EBS023zDk,@No_Reason120,How do you make your apple music like that? the pink black color?,2025-03-31T13:14:52Z,2
UgwJtdGfadP9CMLWfUJ4AaABAg,r-EBS023zDk,@Drawingcore-q3y,Bro called me broke in 100000000 different languages,2026-05-10T00:30:11Z,1
UgxcEn_9m5wK5Iliu3R4AaABAg,r-EBS023zDk,@Robocopter2008,that blue thing at the bottom of spotify is so ugly,2025-04-07T10:59:11Z,42
UgxhqP9X95fqIYLdj4h4AaABAg,r-EBS023zDk,@mckeandaniels8945,Apple all the way,2024-03-17T14:47:19Z,55
UgxYc--sI8yFUBRk8LB4AaABAg,r-EBS023zDk,@saipavi9,Casually uploads a Banger 🎉,2025-04-06T10:09:26Z,1
Ugyq35pyr3muUTr6rAZ4AaABAg,r-EBS023zDk,@alicetruong420,"I'm using Spotify, but I really like the running lyrics from Apple Music",2025-10-01T11:31:02Z,4
Ugz-8UsIBdl-jsY5ouJ4AaABAg,r-EBS023zDk,@rodrigoreviews,Audio Quality Apple Music with soooo much difference,2025-02-24T01:38:05Z,10
Ugx9gdAS6_pvymJnZ-B4AaABAg,r-EBS023zDk,@jucadic,"Warum wird der Multimedia-Player nicht wie zuvor horizontal eingestellt?
🤨🤨🤨🤨🤨🤨🙃🙃🙃🙃🙃",2025-05-02T19:38:20Z,0
UgyDCshiT8dCQnmc6td4AaABAg,r-EBS023zDk,@SimoneEglialtri,"Preferisco di gran lunga Spotify. 
Perché ? Perché ha un’interfaccia più dinamica e genera molte più playlist di Apple Music. 
Molti artisti e band indipendenti li ho scoperti grazie a Spotify (nonostante fossero presenti pure su Apple Music).",2025-02-17T23:43:12Z,3
Ugz7tUW_QiSG2WnK5c54AaABAg,r-EBS023zDk,@brendandevoy8178,"I’ve had Spotify for a long time , but I also got Apple Music a few months ago because that Spatial Audio sounds amazing . I know it’s a waste of money having both but I think it’s worth it",2025-06-10T17:32:17Z,8
Ugxw9t-zuo8Rcs08Iv14AaABAg,r-EBS023zDk,@DJOEOGAMING,U can make the phone vibrate to the songs to,2025-10-04T09:32:00Z,0
UgykGLyz-7p2q16GoUN4AaABAg,r-EBS023zDk,@MonkeOnVRWASTAKEN,BRO CAN WE MIX SPOTIFY AND APPLE MUSIC TOGETHER?,2025-12-28T15:09:46Z,1
UgzXazlceAUoLxQCEoV4AaABAg,r-EBS023zDk,@dawnhope,The reason I use apple music is their shuffle. I’m not a playlist girlie so I just listen to one song and the algorithm knows what I’d like to listen next and Apple Music never disappoints.❤,2025-04-08T15:53:09Z,1
UgxooyeM-lH42oyY-f14AaABAg,r-EBS023zDk,@JustARandomYtAccount7,The only reason I like Apple Music more is the lyrics that’s the only thing Spotify should improve in,2026-03-03T16:05:04Z,1
UgzyUei-kO-0XXj-f9p4AaABAg,r-EBS023zDk,@jose0echavarria,Bro. but disable the high contrast option first,2025-05-01T02:58:57Z,0
UgwnWdw0kYTG_eG_syN4AaABAg,r-EBS023zDk,@dovafinn3594,wow the uploader did not even bother turning off high contrast mode.,2025-07-06T08:20:24Z,0
UgwA7dHL3W_VfIGpHmN4AaABAg,r-EBS023zDk,@farfallaviola5367,"apple is better in UI and integrates well in apple ecosystem, yt is unmatched for recommendation and finding out new music, spotify is like a social for music, you do playlist with friends and stuff.",2026-01-30T13:57:11Z,1
UgwjyuAW931ed0OSSjt4AaABAg,r-EBS023zDk,@josephrivera6242,Lil Nas X making Harry Styles aah music now,2026-03-05T20:55:07Z,1
UgzIVKvpkGMO01NcFId4AaABAg,r-EBS023zDk,@raheeltarar,What's the second app?,2025-09-09T17:18:10Z,0
UgyTRkSon7o-wxJl3tt4AaABAg,r-EBS023zDk,@trotmnn,Apple needs Spotify video feature and Spotify needs Apples lyrics feature,2025-02-11T11:59:15Z,3
UgwBeMZrPr4-USmFls14AaABAg,r-EBS023zDk,@Kranjis,"I wish Apple Music stopped playing the most mainstream artists. I’ll find a artist, play their song and expect to hear other related songs but NOPE jumps straight to Kendrick, Drake or Travis Scott for some reason and kills the vibe.",2025-08-19T21:25:39Z,2
UgyAI86ISppzLQm-JlB4AaABAg,r-EBS023zDk,@achrafbnn,I have both🎉,2026-02-05T23:52:04Z,1
Ugwi1qcnoWSF8bjdDlR4AaABAg,r-EBS023zDk,@zeroboredomke,I like Spotify because he's if it's in png vision it has white waves,2025-06-14T11:11:15Z,0
UgzoFh-L_aFDZd4eZxl4AaABAg,r-EBS023zDk,@DAMN11KIDS,You have Apple Music in reduce contrast which disabled the full screen experience similar to Spotify,2026-02-13T00:28:45Z,0
Ugy3oUQQBMW4kBzb9FJ4AaABAg,r-EBS023zDk,@Official_Rico,I love both music app,2026-02-18T15:52:41Z,0
Ugx9-BeYhm-WN8X5aL94AaABAg,r-EBS023zDk,@manivlf,apple music feels more premium but if u wanna find new and be recommended to new songs and better overall app outside of ui i’d recommend spotify personally,2025-06-30T08:40:21Z,0
UgymIZ3h6COFPXSjX8F4AaABAg,r-EBS023zDk,@Otai1969klasik,Spotify of course 🎵 both my s21 ultra and iphone 16 pro max using the Spotify.10 years i'm using the Spotify 🎵,2026-01-29T02:01:32Z,1
UgzcnaxzhT6a7seK7SZ4AaABAg,r-EBS023zDk,@CD-cw7cp,I use both and Apple Music overall is better but Spotify is better for getting unreleased music and discovering new songs,2025-12-04T17:02:25Z,1
Ugy9DSGFlAUlXOCzZn94AaABAg,r-EBS023zDk,@Urfavperson6741,What ones better,2025-11-05T19:47:36Z,1
UgySu_SPuNdYwvJjHNx4AaABAg,r-EBS023zDk,@Ofspringing,"Can I control the music is playing in my ps5 (for example) with my phone in apple music? No. That’s why I keep using spotify. Btw If I would have good dac with expensive wired headphones, maybe I would probably use Apple Music",2025-04-18T08:21:28Z,0
UgzK0Vo4UpoI5AOJepR4AaABAg,r-EBS023zDk,@lusiastee,"appmus jujur lebih enak sih experience buat dengerin lagunya, tp mahal bgt subs nya :((",2025-07-29T05:49:40Z,0
Ugxx-wzCZGByYNIQzqR4AaABAg,r-EBS023zDk,@BIGELIMEKHI,"Albert Einstein here most of the life supports in the world has a opponent when it unplugs. It has a special system that keeps the life supports running for a while, so you’ll still be living.",2026-05-25T02:08:09Z,0
Ugzx3Gf4wDKhMdIGuql4AaABAg,r-EBS023zDk,@GuppyGamingRoblox,Spotify is bugging bro I can't even pick my own song I need the subscribe plan to broo😢,2025-03-20T14:40:25Z,0
UgzDnz3nyAHeIUjSUCF4AaABAg,r-EBS023zDk,@Sebring-X,I have both,2026-02-12T08:47:59Z,0
Ugw_6SrrGXS-WI41aDd4AaABAg,r-EBS023zDk,@kärlek-91,Both! ❤,2026-02-17T12:00:20Z,0
UgwAT0egD8xcnQr2Ntp4AaABAg,r-EBS023zDk,@it.to_sheisty,What Abt tidal,2024-03-17T00:16:20Z,5
UgwY0CVptM25N6mPewx4AaABAg,SCPutA7VN3U,@techstuf,"App Name  Youtify, trebal music , automack",2024-11-30T03:53:40Z,1927
UgyFiFkYD0BIu24u4BB4AaABAg,SCPutA7VN3U,@skullgammer6720,"Purchase Spotify it's 59 for 2 mnth with student plan, Although my playlist of 5 years",2024-12-14T03:01:19Z,283
UgwAa_CES9MhOR7oOph4AaABAg,SCPutA7VN3U,@Knight_Riders_4321,Bhai 😂 crome mein YouTube se song sun raha hun background mein bhi chal raha hai,2024-12-20T17:30:23Z,736
UgzlT9ZLGOuqcr_qYEx4AaABAg,SCPutA7VN3U,@vikalpandey,Bhaiya Youtify ab dhang se nahi chalta bahut atakta hai,2024-12-22T08:05:24Z,305
UgzErHL0Bhf1kcmuI7l4AaABAg,SCPutA7VN3U,@bldknight21,What should I do 😭 I don't use instagram,2026-06-29T13:19:01Z,0
UgwS9tvq8rBeiBqZfAB4AaABAg,SCPutA7VN3U,@himanshuhandique4206,Bhai youtify ka response bohot late hai kavi kavi song play nahi hota hai,2025-02-02T12:15:57Z,60
UgzMRLOYiLZEkI6kVnd4AaABAg,SCPutA7VN3U,@BhatSahil..56,"One of the best app❤❤❤
Thankyou 🥰🥰",2025-03-10T05:41:41Z,95
Ugw4cZe9szW1m__HJUl4AaABAg,SCPutA7VN3U,@TE_Shadow_2003,"Youtify also stuck😢
Smooth nei chal rha😢😢",2025-04-15T08:11:24Z,119
UgyKRrGObbgw_xZNrqt4AaABAg,SCPutA7VN3U,@Thesachinattri,Half knowledge is more harmful than no knowledge 😢,2026-03-25T16:46:15Z,1
Ugy3W7dNsiaXXxb-a0l4AaABAg,SCPutA7VN3U,@wadud_rayan,Too much data consuming. I've listened 30 minutes while walking. It consumed my 450 MB just like that🤣,2025-03-09T05:08:59Z,28
Ugwj2Dpvekw_eXCReqh4AaABAg,SCPutA7VN3U,@B2-MAX,Nice bhai,2025-05-26T01:53:46Z,9
UgyLZAwU9I9Vaybyt4J4AaABAg,SCPutA7VN3U,@thisisrudraa,"Any other app for listening music with lyrics for free..also work on pc..🙂..!?
Anyone reply if you have any recommendations ..",2024-12-13T14:37:55Z,61
Ugxc4xB9Hl3FzY_r_XN4AaABAg,SCPutA7VN3U,@Shortsvideo12-z5p,Thanks for sharing 🎉😅,2025-08-21T10:30:38Z,5
UgzU8mFVBuJLl92uHBJ4AaABAg,SCPutA7VN3U,@kaushiknath2583,"Akdm faltu app hai ye,kaibar to chalta hi nahi hai",2024-12-15T01:30:29Z,357
Ugz2yqbaJ7t676txieF4AaABAg,SCPutA7VN3U,@realabhiak1,Moootne wale youtube pr nhi h kya,2025-01-17T07:49:57Z,11
Ugw1xx1jL_v91HWRDw14AaABAg,SCPutA7VN3U,@B.J.M.I,Bhai aap ka name ha audio mack ha😂😂,2026-03-15T17:06:18Z,0
Ugz56MWnW48z11ekFl14AaABAg,SCPutA7VN3U,@ResalKhan-q2p,"FAKE! 
this app sometimes stop playing musics and has LAG issues",2025-03-17T06:30:56Z,85
UgwbHGs5DvaiTPaZ2LJ4AaABAg,SCPutA7VN3U,@sr7efx,This app available in play store😂,2024-12-26T13:29:31Z,38
UgyJs954rmkZh8KEjGN4AaABAg,SCPutA7VN3U,@zoya1549,Thankyou bhaiya so much  i can finally delete that stupid Spotify 😀,2025-03-19T01:38:20Z,8
Ugzx-IbWtntoMKEB1vV4AaABAg,SCPutA7VN3U,@shadowstrikeofficial5,Bhaiya  audiomack bhi hai,2026-05-11T16:34:27Z,0
UgwO5RXqE1k1Bq5gfUp4AaABAg,SCPutA7VN3U,@HEROIC_PRESENCE,Faltu app h bohot slow chalta hai,2025-01-18T14:29:31Z,5
UgyPmuzd-Gdl3mhJRgl4AaABAg,SCPutA7VN3U,@PSR304,Spotify 1 year wala version download karlo sab milega 😂,2025-07-09T13:58:19Z,23
UgypuWKgW8ClanCdwQ14AaABAg,SCPutA7VN3U,@ishowWorld2day,Spotify ka baap viamusic 😂😂 par salon ne isko b kharb kar diya 😂😂,2025-01-14T07:06:54Z,14
Ugyzb2qbhvazfAZmswV4AaABAg,SCPutA7VN3U,@Roroast_hehe,Can we download the songs?,2024-12-21T13:22:47Z,11
UgzBGFZ4SXLd-quFaWR4AaABAg,SCPutA7VN3U,@TarunYadav-eg4cf,Youtify bhi nhi chlta shi se,2025-01-28T19:20:05Z,4
UgymIDpY4X3c1if_e6V4AaABAg,SCPutA7VN3U,@AsadAlam-u7m,Isi wjh se follow nai karte log,2024-11-29T17:58:49Z,14
UgyexGQkwpbTOCM5CbF4AaABAg,SCPutA7VN3U,@PawanSingh-nq7ty,🌹🌹🌹🌹🌹(fan club),2026-05-25T13:11:15Z,1
UgysEFXnVEp8F7AtWxd4AaABAg,SCPutA7VN3U,@antorkar5848,Hlw,2026-03-27T07:07:13Z,0
UgxaXUJXxXPSUplgqdJ4AaABAg,SCPutA7VN3U,@RajivKumar-p4f8i,Nice bhai❤❤,2026-06-08T06:26:50Z,0
Ugz2OF-8UUT8sXg23754AaABAg,SCPutA7VN3U,@PawanSingh-nq7ty,🌹🌹🌹🌹(fan club),2026-05-25T13:11:46Z,1
UgxEmmei0GAtdxLpX1N4AaABAg,SCPutA7VN3U,@DJ_Remix-i5o,Bhai apna music keise dale,2026-05-21T12:25:01Z,0
Ugyy95a-ClLnJ3XRDF14AaABAg,SCPutA7VN3U,@FaijShaikh-w6f,"One of the best app❤❤❤
Thank you 😊",2026-05-06T13:57:43Z,0
Ugx6Ic25G7xD5tcNuo54AaABAg,SCPutA7VN3U,@gauravlifestyle8953,Yeh to hybrid nikla,2026-05-27T21:23:11Z,0
UgysgW2r03pIGbNQ-gt4AaABAg,SCPutA7VN3U,@grandhayprasadrao4925,Can we download songs in it ?,2026-03-29T08:31:46Z,0
UgyZ1P44S3l3Wrb1QC14AaABAg,SCPutA7VN3U,@AnkitSangwan_099,Bhai joytify name ha app ka,2026-04-01T15:48:07Z,0
UgwBj0T8OunR_t1SMDl4AaABAg,SCPutA7VN3U,@proboiz9454,Me to youtube pe dekh raha hu Bhai,2026-03-11T17:23:52Z,0
UgztbDTMZd4ehXPj_Cl4AaABAg,SCPutA7VN3U,@YogeshK-m5n,Audio mack best he ❤❤,2026-03-21T11:19:52Z,0
UgwO3Tjodfr0qmkZWXZ4AaABAg,SCPutA7VN3U,@AbhijeetBhabad,🙂,2026-06-29T15:24:11Z,0
UgxHt0NCRxeXuJpaVcx4AaABAg,SCPutA7VN3U,@Mannan8755,Naam Kya hai bhai,2026-04-19T12:00:59Z,0
UgwR5MZM-hWj8McjS4l4AaABAg,SCPutA7VN3U,@GuffanSinga,Hii,2026-03-10T10:33:32Z,0
UgxWIGYt-BhDXUcTJC94AaABAg,SCPutA7VN3U,@AshwiniChavan-t6,Music app name,2026-06-27T08:51:52Z,0
UgxTug--2Fc98MVbVz94AaABAg,SCPutA7VN3U,@AmitBhardwaj-sp9nd,Jaldi bhejo bhai aapka,2026-05-02T14:41:18Z,0
UgyzT9jpHltkoXSC1YB4AaABAg,SCPutA7VN3U,@ujjwalsingh7122,Yrr ye app nii h,2026-05-06T05:54:30Z,0
Ugz3SwLtzU32j8jLs-14AaABAg,SCPutA7VN3U,@user-ou6nv3rm7nhamid,App nemn,2026-06-19T11:44:54Z,0
Ugxsy6DQ3aftfHdGbBR4AaABAg,SCPutA7VN3U,@AbhijotSingh-cq3qu,App ka name,2026-06-22T04:59:20Z,0
UgwgLIRFKqyQxMWc4jN4AaABAg,SCPutA7VN3U,@Aayush_sikarjaat,Music aap,2026-06-12T08:23:59Z,1
UgzZx4nUqazqwkOAwg54AaABAg,SCPutA7VN3U,@RajaDas-m4k2t,Naya gaon ka naam😅,2026-03-27T14:47:29Z,0
Ugy3n_gopyD7zaqK_nF4AaABAg,SCPutA7VN3U,@IndrajeetSinghsamundre,App hai audio mack,2026-05-03T11:03:17Z,0
Ugz3iaUsyeNViQTuhZ54AaABAg,SCPutA7VN3U,@EVO0192,Name follow कर लिया😅,2026-05-03T05:31:12Z,0
UgyNKfopdS92EuFHRmt4AaABAg,SCPutA7VN3U,@BeeruKumar-op3cg,म्यूजिक का लिंक भेजो भाई,2026-03-10T17:00:07Z,0
Ugz37I6fRqdo89i_hHt4AaABAg,SvBSLMzZW-Y,@kjgfotyedi7dkytgfkthgdky,Spotify is too busy trying to be a social media site and  lobbying to pay artists less. It’s so bad that I went back to my iPod classic lol,2025-03-28T01:09:06Z,4559
Ugw19oRrN2DgiSILDmh4AaABAg,SvBSLMzZW-Y,@tdrg_,"The Apple Music UI, especially the lyrics view, is just miles ahead - plus the lyrics volume/karaoke thing, and the Apple ecosystem integration. Animations, colors, the UI is beautiful by comparison

But Spotify’s algorithm is mind-reading. Even if I dislike its UI to Apple Music, the music recommendations are much better, and that’s what matters more if you ask me.",2025-03-27T21:47:02Z,3656
UgzUw-Y_cuVO8wyXC3B4AaABAg,SvBSLMzZW-Y,@GonTiger,"losing all your liked songs in apple music, after canceling subscription is crazy",2025-04-08T20:12:52Z,307
UgwU4U0cozrKGukcCA94AaABAg,SvBSLMzZW-Y,@orringoat,"Not gonna lie the Apple Music algorithm works amazing for me. I noticed this in recent years only tho, I’ve been a user since roughly when it first came out and have used Spotify as well. Spotify understands your taste faster, I feel Apple Music takes some time and training.",2025-03-28T20:15:12Z,803
UgxDdDB2pA77SGWbFUl4AaABAg,SvBSLMzZW-Y,@SooDamGood,I’ve been using YouTube music. I can finally listen to music I’ve saved on my YouTube playlist over the years instead of going through the apps just to remember the name of the song,2025-03-27T22:42:45Z,787
Ugxa3BBKHiVJFCFnS1t4AaABAg,SvBSLMzZW-Y,@moiratechwitch,Spotify is just underpaying smaller artists...,2025-03-30T08:24:29Z,177
Ugwr7JM44lRtv3IDSwZ4AaABAg,SvBSLMzZW-Y,@________hehe_______754,"You literally can't go wrong with youtube music, if you have youtube premium, it works on YouTube music too, and it also sounds great.",2025-03-27T21:22:54Z,529
UgxtE5_BriullyytSOF4AaABAg,SvBSLMzZW-Y,@idoobedumbedoo,as a serial album listener. i kept coming back to apple music.,2025-04-02T04:10:30Z,43
UgwPD6UUHa92J_fYDzt4AaABAg,SvBSLMzZW-Y,@JakeSilvester,"Youtube Music wins for all! Got all songs, even unreleased ones that may be on youtube! It has a comment section that can be fun to look at and get so many more perks!",2025-04-02T19:29:21Z,342
UgzAdDJRkQH-pDHEQK14AaABAg,SvBSLMzZW-Y,@kubos5500,"things that would make spotify the best music app:
1. decent UI
2. decent UX
3. lossless audio",2025-03-31T22:47:53Z,70
Ugx1k-LGcQc_halZWK54AaABAg,SvBSLMzZW-Y,@thisfoodhits6205,"I had the opposite experience. I got a free trial of Apple Music with my new phone and tried it out. I could hear a noticeable difference both in my car and my headphones both of which pair via Bluetooth. Now Spotify sounds tinny and shallow to me. Also I think the interface is way better for making playlists in AM (there’s a whole playlist mode), I love the dedicated app for classical music, and I also appreciate the “album jacket” style info on each album and artist. It’s not great for discovering new music but honestly never found that Spotify helped me in that department either. Always felt like it was just directing me to things other people were listening to, not things that matched the vibe of things I was trying to find similar music to.",2025-03-27T21:31:09Z,84
UgwK3AJOCKwSuC7Vkqx4AaABAg,SvBSLMzZW-Y,@Kenny2344,holy ball knowlege larry june❤️,2026-02-24T22:50:08Z,1
Ugw9n0hyo-Js3qh-5Il4AaABAg,SvBSLMzZW-Y,@capacle,"Apple Music is great for the “I want to listen to that album” experience. Noticeable better quality for me. 

YT Music has been great for the “create a radio based on that” experience. Apple Music algo sucks.",2025-03-27T21:50:13Z,44
Ugzq2OjUFK796sS-qzF4AaABAg,SvBSLMzZW-Y,@CakedUpRay,THE YARD!? My goats,2025-04-12T04:13:28Z,8
UgziISQOTpRgxL6mOVF4AaABAg,SvBSLMzZW-Y,@BeyBlaster13,The Yard mentioned 🗣️,2025-04-05T17:13:30Z,8
Ugy8rMoiC6ss8YdHY6p4AaABAg,SvBSLMzZW-Y,@carloscrod_,Larry June on the thumbnail,2025-10-10T04:56:20Z,2
UgwItIYxX7TVJnt8GVh4AaABAg,SvBSLMzZW-Y,@Ichiro-786,"""Apple Music is simply the best for those who create and truly appreciate music. As an Android user, I’ve tried YT Music, Spotify, and Apple Music, and Apple’s UI stands out—smooth, aesthetic, and unique. The animations are beautiful and feel good as an Android user now i know how Apple keeps their people satisfied with 60 hz refresh rate, The player is beautiful, but the real game-changer is the synchronized, word-by-word lyrics—an absolute visual pleaser, Spotify and YT Music should take notes, especially on UI and lyrics animations.""

Edit - i forget to write that spotify is for those who just normally wanna listen music without any hassle and don't care about loseless music..",2025-03-29T23:27:54Z,108
UgyqvZs_nOxYV4CWdkF4AaABAg,SvBSLMzZW-Y,@jo-lg.2458,"The Yard listener detected. 

One of us…one of us…",2025-04-09T01:04:38Z,17
UgyiitQ7O3J7igsUW914AaABAg,SvBSLMzZW-Y,@deadskyes_mp4,shoutout the yard slimes bald ass,2025-04-19T06:58:13Z,7
UgyLztfGwkWzX0zSTsp4AaABAg,SvBSLMzZW-Y,@Kattmandew93,"Update: I now have Apple Music, not only does it have ai shuffle but it got expensive up to $12.99 which is crazy but Apple Music on the other hand is $11 which gives you great sound in quality for audiophiles like myself",2025-11-25T15:34:19Z,1
UgwWt2j8UMoYofOpGZR4AaABAg,SvBSLMzZW-Y,@Gabriel-jl3si,"Fun fact, Apple has an app where you can hear all the podcasts free, without adds AND download them also free",2025-03-31T15:18:46Z,45
UgxBTg65sHSY0I2he-Z4AaABAg,SvBSLMzZW-Y,@Broodasp,"I don’t really use music recommendations ever, I prefer to just listen to whatever albums I’m hearing about on YouTube and I prefer the Apple Music UI, which is why i use Apple Music",2025-12-06T19:48:18Z,1
Ugx8F1VQ_66s0B0pWzp4AaABAg,SvBSLMzZW-Y,@Something_Ronald,Everyone forgets YouTube music when it’s just good (to me),2025-04-03T06:51:59Z,10
UgykM0ogd21YyAPtF8h4AaABAg,SvBSLMzZW-Y,@rrb9580,Spotify’s recommendations algorithm is diabolical. It is reading my mind af,2025-09-19T06:09:07Z,0
UgwjV5pBsTS5qT59eD54AaABAg,SvBSLMzZW-Y,@mladensrb,Spotify with Apple Music's UI is what we've been craving for,2025-04-09T14:52:30Z,3
UgwACX1idHfuIMild_94AaABAg,SvBSLMzZW-Y,@aummotivaras,I need two of them ❤,2025-10-09T17:24:35Z,1
UgwYssR6iQNSUcwmh9J4AaABAg,SvBSLMzZW-Y,@kenramping,"While it's really subjective, you can't deny the fact that music will sound cleaner even on Bluetooth from Lossless audio playing than the compressed version from Spotify.",2025-04-05T12:49:14Z,14
UgwH9lX1P-jRc0TMn1R4AaABAg,SvBSLMzZW-Y,@shskt2773,Spotify could be even better if we can customize the colors of the app ui a little bit,2025-04-05T15:12:02Z,2
UgytAoBCJdv5BJsp1-Z4AaABAg,SvBSLMzZW-Y,@WillBowers,"I think im fully committing to Spotify going forward. Lets hope they add lossless audio soon, the recommendation algorithms are just TOO GOOD to pass up",2025-03-27T21:08:37Z,61
Ugyo6hdaW4Z-YVQXhcV4AaABAg,SvBSLMzZW-Y,@Broodasp,"I use Apple Music and don’t care at all what you use, you can use whatever you like. However about half the time when I’m talking to someone who uses Spotify they trash me for using Apple Music when the difference are so small like it just pmo",2025-12-06T19:50:38Z,1
UgyVssR3h5aeiPDv_R54AaABAg,SvBSLMzZW-Y,@lola_lola1610,"Used Spotify for years, I switched to Apple Music on 2023 and I’m not going back, I use beats and AirPods Pro, so the difference in audio quality is noticeable, Amazon music has better audio as well, Spotify sounds so compressed lol",2025-04-08T13:56:50Z,3
UgxJ6fZ-HTpLiTDr2dp4AaABAg,SvBSLMzZW-Y,@Bidweezy,"I absolutely despise being recommended music by an algorithm, Apple Music all the way 🤣🤣",2025-09-22T17:20:13Z,1
Ugydrb2g_h12o61hZ0x4AaABAg,SvBSLMzZW-Y,@ishpreet7,"I am running the Burmester system in my car, and when I used to stream music from Spotify, it felt as if it was distorted and just felt low quality to me. I was obviously streaming at the highest quality. I switched to Apple music and was streaming in Lossless, my speakers and my ears thanked me. I found a noticeable difference between both platforms.",2025-04-02T14:11:59Z,8
Ugw45-GSU_B6MXbncIx4AaABAg,SvBSLMzZW-Y,@rishxbhW,Now even Spotify has lossless audio,2025-09-19T06:55:07Z,1
Ugxg34yoGpfCB5V3Wpp4AaABAg,SvBSLMzZW-Y,@jesper3185,"If Spotify would clean up their app by having different tabs for music, podcasts, audiobooks etc I would go back to Spotify",2025-03-28T01:02:26Z,9
UgxjZKqoFPDj2qr9tPR4AaABAg,SvBSLMzZW-Y,@2weeksago642,I’m constantly finding new music that i actually like on Spotify,2025-04-05T13:02:17Z,2
UgwbXnKDL85rMF8QdsJ4AaABAg,SvBSLMzZW-Y,@Axel.U,"YouTube music is the best one, you don’t know what you’re missing.",2025-04-01T05:12:55Z,5
Ugyoboc566zr2GxpeY14AaABAg,SvBSLMzZW-Y,@iFORME123,"terima kasih bang,kontenmu sangat bermanfaat❤,semoga subscriber mu menjadi banyak🎉",2025-04-12T13:25:51Z,1
Ugw-l82iq0ePy2wklLJ4AaABAg,SvBSLMzZW-Y,@ikegold,I can definitely tell the difference between the audio quality between Apple music and Spotify. The bit rate just feels higher on Apple music,2025-04-05T16:39:12Z,11
UgwnC3lOlLy1Us7PuVV4AaABAg,SvBSLMzZW-Y,@vishwa2420,"Hey, using YouTube music ❤❤",2025-04-05T10:58:13Z,1
UgybkOMERmae8f4vgSt4AaABAg,SvBSLMzZW-Y,@caterbieyt9526,I have been using Spotify for seven yrs so switching to Apple Music was a hard time for me. At the beginning the app didn’t seem intuitive but after getting used to it I can say that it was really worth it. The Dolby atmos is what really makes a difference to me not the lossles audio. However I am very enthusiastic about AirPods Max getting lossles audio support next month via software update (confirmed by apple) so maybe I will be able to tell the difference.,2025-03-27T21:56:20Z,5
UgxWGUot_PXYnyyyNUZ4AaABAg,SvBSLMzZW-Y,@JJoshuaMMatthews,SoundCloud users rise up,2025-10-07T20:20:23Z,1
UgxAloiHqI170dv6w2t4AaABAg,SvBSLMzZW-Y,@unlisted_games2752,"YouTube music has more, and WAY CHEAPER than Spotify and Apple",2025-03-27T21:12:59Z,4
UgxuO3NJZIyM6gcnzCB4AaABAg,SvBSLMzZW-Y,@sam80000,Yeah Spotify's sponsored suggestions is good😂😂😂,2025-04-07T21:29:25Z,1
